mergeID,isConfliting,existsCommonSlices,totalCommonSlices,leftComponents,rightComponents
8c876225b42c9233930c4b82ba1a06af644966c0,0,0,0,[],[]
93d759e060397324315c865de272af124f1eb628,0,1,2,[Combat@ MonsterMovement@ Movement],[AndorsTrail@ About@ ActorConditionInfo@ Conversation@ DisplayWorld@ Heroinfo@ ItemInfo@ LevelUp@ LoadSave@ Loading@ Main@ MonsterEncounter@ MonsterInfo@ Shop@ SkillInfo@ StartScreen@ Heroinfo_Inventory@ Heroinfo_Quests@ Heroinfo_Skills@ Heroinfo_Stats@ Shop_Buy@ Shop_Sell@ StartScreen_MainMenu@ StartScreen_NewGame@ Context@ Input@ Item@ Movement@ World@ WorldEventener@ WorldEventeners@ ActorConditionType@ Skill@ Hero@ MonsterType@ Drop@ ItemCategory@ ItemType@ LayeredTile@ Predefined@ TMXFileParser@ TMXTranslator@ WorldSegment@ Quest@ VisualEffect@ ConversationParser@ DropParser@ ResourceParsers@ WorldParser@ JsonParserFor@ Tile@ Ofeners@ XmlResourceParsers@ AbilityModifierInfo@ ActorConditionEffect@ ActorCondition@ CloudsAnimator@ Combat@ CustomPreference@ ItemContainer@ ItemEffects@ ItemEffects_OnHitReceived@ ItemEffects_OnUse@ Quickitem@ QuickslotsItemContainer@ SelectableText@ ShopItemContainer@ Status@ Toolbox@ TraitsInfo@ VirtualDpad]
d2858713218f04cbc166a1d4b7c00067ce43ef6a,1,1,2,[AndorsTrail@ About@ ActorConditionInfo@ Conversation@ DisplayWorld@ Heroinfo@ ItemInfo@ LevelUp@ LoadSave@ Loading@ Main@ MonsterEncounter@ MonsterInfo@ Shop@ SkillInfo@ StartScreen@ Heroinfo_Inventory@ Heroinfo_Quests@ Heroinfo_Skills@ Heroinfo_Stats@ Shop_Buy@ Shop_Sell@ StartScreen_MainMenu@ StartScreen_NewGame@ Context@ Input@ Item@ Movement@ World@ WorldEventener@ WorldEventeners@ ActorConditionType@ Skill@ Hero@ MonsterType@ Drop@ ItemCategory@ ItemType@ LayeredTile@ Predefined@ TMXFileParser@ TMXTranslator@ WorldSegment@ Quest@ VisualEffect@ ConversationParser@ DropParser@ ResourceParsers@ WorldParser@ JsonParserFor@ Tile@ Ofeners@ XmlResourceParsers@ AbilityModifierInfo@ ActorConditionEffect@ ActorCondition@ Combat@ CustomPreference@ ItemContainer@ ItemEffects@ ItemEffects_OnHitReceived@ ItemEffects_OnUse@ Quickitem@ QuickslotsItemContainer@ SelectableText@ ShopItemContainer@ Status@ Toolbox@ TraitsInfo@ VirtualDpad],[Tile@ Main]
68b60a02863be9a525f9d6d3b2ad8b9464b9636a,1,1,7,[AndorsTrail@ About@ ActorConditionInfo@ Conversation@ DisplayWorld@ Heroinfo@ ItemInfo@ LevelUp@ LoadSave@ Loading@ Main@ MonsterEncounter@ MonsterInfo@ Shop@ SkillInfo@ StartScreen@ Heroinfo_Inventory@ Heroinfo_Quests@ Heroinfo_Skills@ Heroinfo_Stats@ Shop_Buy@ Shop_Sell@ StartScreen_MainMenu@ StartScreen_NewGame@ Context@ Input@ Item@ Movement@ World@ WorldEventener@ WorldEventeners@ ActorConditionType@ Skill@ Hero@ MonsterType@ Drop@ ItemCategory@ ItemType@ LayeredTile@ Predefined@ TMXFileParser@ TMXTranslator@ WorldSegment@ Quest@ VisualEffect@ ConversationParser@ DropParser@ ResourceParsers@ WorldParser@ JsonParserFor@ Tile@ Ofeners@ XmlResourceParsers@ AbilityModifierInfo@ ActorConditionEffect@ ActorCondition@ Combat@ CustomPreference@ ItemContainer@ ItemEffects@ ItemEffects_OnHitReceived@ ItemEffects_OnUse@ Quickitem@ QuickslotsItemContainer@ SelectableText@ ShopItemContainer@ Status@ Toolbox@ TraitsInfo@ VirtualDpad],[AndorsTrail@ Conversation@ MonsterMovement@ MonsterSpawning@ Movement@ VisualEffect@ VisualEffectFrameener@ VisualEffectFrameeners@ MonsterType@ Section@ TMXTranslator@ Main]
f4c762026d9737967fc0aca181b51d2124e81acf,0,0,0,[MonsterMovement@ MonsterSpawning@ Movement@ Section@ TMXTranslator@ Main],[]
4fb476a94ed02b39d7dba0507c0f6eb3ac911278,0,0,0,[AndorsTrail@ Conversation@ ItemInfo@ Main@ MonsterInfo@ Heroinfo_Stats@ ActorStats@ Combat@ Item@ MonsterMovement@ Skill@ ActorConditionener@ ActorConditioneners@ CombatActionener@ CombatActioneners@ TMXTranslator@ Tile@ ActorConditionEffect@ ActorCondition@ ItemEffects@ ItemEffects_OnDeath@ ItemEffects_OnHitReceived@ TraitsInfo],[]
27a2a87949b3bb3d47118ff44b62c396c6ce1734,0,0,0,[],[]
e300c1383eb06892034d7e5cf0206e1993ff1bdf,0,1,1,[Conversation],[Conversation]
332eee0736b36ff1dd37358c41db26c8f4e3a188,0,1,1,[AndorsTrail@ About@ ActorConditionInfo@ Conversation@ DisplayWorld@ Heroinfo@ ItemInfo@ LevelUp@ LoadSave@ Loading@ Main@ MonsterEncounter@ MonsterInfo@ Shop@ SkillInfo@ StartScreen@ Heroinfo_Inventory@ Heroinfo_Quests@ Heroinfo_Skills@ Heroinfo_Stats@ Shop_Buy@ Shop_Sell@ StartScreen_MainMenu@ StartScreen_NewGame@ Context@ Input@ Item@ Movement@ World@ WorldEventener@ WorldEventeners@ ActorConditionType@ Skill@ Hero@ MonsterType@ Drop@ ItemCategory@ ItemType@ LayeredTile@ Predefined@ TMXFileParser@ TMXTranslator@ WorldSegment@ Quest@ VisualEffect@ ConversationParser@ DropParser@ ResourceParsers@ WorldParser@ JsonParserFor@ Tile@ Ofeners@ XmlResourceParsers@ AbilityModifierInfo@ ActorConditionEffect@ ActorCondition@ Combat@ CustomPreference@ ItemContainer@ ItemEffects@ ItemEffects_OnHitReceived@ ItemEffects_OnUse@ Quickitem@ QuickslotsItemContainer@ SelectableText@ ShopItemContainer@ Status@ Toolbox@ TraitsInfo@ VirtualDpad],[Conversation]
5d822324530c580fcdd61036897b425c7b7e823b,0,0,0,[],[MonsterMovement@ TMXTranslator]
